DATE,FROM,TO,AIRCRAFT,FLIGHT NUMBER,AIRLINE,# OF SEATS,LOAD FACTOR,MONTH
4/13/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,4
4/12/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,147.126,4
4/10/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,4
4/8/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,147.126,4
4/6/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,4
4/5/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,4
4/3/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,4
3/30/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,3
11/6/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,11
10/30/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,10
10/29/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,10
10/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/26/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,10
10/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,10
10/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,10
10/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,10
10/19/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/15/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5901),PR2035,Philippine Airlines,68,54.944,10
10/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/12/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/9/2023 0:00,Manila (MNL),Manila (MNL),DH8D (RP-C5911),PR2035,Philippine Airlines,68,54.944,10
10/9/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5911),PR2035,Philippine Airlines,68,54.944,10
10/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,10
10/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,10
10/2/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5905),PR2035,Philippine Airlines,68,54.944,10
10/1/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,10
9/30/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,9
9/29/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,9
9/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,9
9/20/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5905),PR2035,Philippine Airlines,68,54.944,9
9/19/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,9
9/18/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5917),PR2035,Philippine Airlines,68,54.944,9
9/16/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,9
9/15/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5905),PR2035,Philippine Airlines,68,54.944,9
9/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,9
9/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,9
9/12/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,9
9/11/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,9
9/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,9
9/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,9
9/8/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5902),PR2035,Philippine Airlines,68,54.944,9
9/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,9
9/4/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5901),PR2035,Philippine Airlines,68,54.944,9
9/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,9
9/1/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5917),PR2035,Philippine Airlines,68,54.944,9
8/31/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,8
8/30/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,8
8/29/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,8
8/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,8
8/26/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,8
8/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,8
8/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,8
8/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,8
8/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,8
8/20/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,8
8/19/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5915),PR2035,Philippine Airlines,68,54.944,8
8/18/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,8
8/17/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,8
8/15/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,8
8/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,8
8/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,8
8/12/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5910),PR2035,Philippine Airlines,68,54.944,8
8/11/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,8
8/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,150.288,8
8/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,8
8/8/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,8
8/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,8
8/6/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,150.288,8
8/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,8
8/4/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,8
8/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,8
8/2/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,150.288,8
8/1/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,8
7/31/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,7
7/29/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,7
7/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,150.288,7
7/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,7
7/26/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,7
7/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,7
7/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,7
7/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/20/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,7
7/19/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/18/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/17/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/16/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,7
7/15/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,7
7/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,7
7/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,150.288,7
7/12/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,7
7/11/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,7
7/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/8/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,7
7/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,7
7/6/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,150.288,7
7/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,7
7/4/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/2/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,7
7/1/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,7
6/30/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,6
6/29/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,6
6/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,6
6/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,147.126,6
6/26/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,6
6/25/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5907),PR2035,Philippine Airlines,68,53.788,6
6/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,6
6/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,6
6/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,6
6/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,6
6/20/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,6
6/19/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,6
6/17/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,6
6/16/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,6
6/15/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,6
6/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,6
6/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,6
6/12/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,6
6/11/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,147.126,6
6/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,6
6/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,6
6/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,6
6/6/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,6
6/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,6
6/4/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,6
6/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,6
6/2/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,6
6/1/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,6
5/30/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,147.126,5
5/29/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,5
5/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,5
5/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,5
5/26/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,5
5/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,5
5/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,5
5/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,5
5/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,5
5/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,5
5/18/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,5
5/17/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,5
5/15/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,5
5/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,5
5/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,5
5/12/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5902),PR2035,Philippine Airlines,68,53.788,5
5/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,147.126,5
5/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,5
5/6/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,5
5/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,5
5/3/2023 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5901),PR2035,Philippine Airlines,68,53.788,5
5/2/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,5
5/1/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,5
4/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,4
4/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,4
4/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,4
4/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,4
4/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,4
4/19/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,4
4/18/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,4
4/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,4
4/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,4
4/12/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,4
4/11/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,4
4/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,4
4/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,4
4/8/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,4
4/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,4
4/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,4
4/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,4
4/1/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,4
3/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,3
3/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,3
3/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,3
3/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,3
3/20/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,3
3/19/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,3
3/12/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,3
3/11/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,3
3/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,3
3/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,3
3/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,3
3/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,3
2/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,2
2/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,2
2/26/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,2
2/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,2
2/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,2
2/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,2
2/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,2
2/20/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,2
2/18/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,2
2/17/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,2
2/16/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,2
2/15/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,2
2/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,2
2/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,2
2/12/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,2
2/11/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,2
2/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,2
2/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,2
2/8/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,2
2/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,2
2/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,2
2/4/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,2
2/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,2
2/2/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,2
1/31/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,1
1/30/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,1
1/29/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,1
1/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,1
1/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,1
1/26/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,1
1/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,1
1/23/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,1
1/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,1
1/21/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,1
1/20/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,1
1/19/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,1
1/18/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,1
1/16/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,1
