Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Travelers_From_log,Travelers_To_log,Establishment_From_log,Establishment_To_log,AirFli_From_log,AirFli_To_log,OFW_From_log,OFW_To_log,cluster_elbow,cluster_elbow_dist_to_centroid
ENI-MNL,ENI,MNL,2025,1,0.0,0.0,0.0,0.0,3717.97,0,6775,0.0141,0.1691,0.2391,0.5725,1.9942,1.9891,0.0021,0.1717,1095,4565,2810208,7348669,51,1351,0,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,0.0,8.821142236331891,6.999422467507961,8.42639282708974,0,3.5643833571077277
ENI-MPH,ENI,MPH,2025,1,0.0,0.0,0.0,0.0,4153.81,0,738,0.0141,0.0902,0.2391,1.3168,1.9942,1.9746,0.0021,0.0014,1095,2618,2810208,5909568,51,147,0,14.84876941576828,15.592083459480998,3.9512437185814275,4.997212273764115,0.0,6.6052979209482015,6.999422467507961,7.870547844507712,0,3.6319453256766523
ENI-TAG,ENI,TAG,2025,1,0.0,0.0,0.0,0.0,4175.84,0,368,0.0141,0.0022,0.2391,0.746,1.9942,1.9782,0.0021,0.0037,1095,2606,2810208,7517450,51,386,0,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,0.0,5.910796644040527,6.999422467507961,7.865955413933502,0,3.5490034818309226
ENI-USU,ENI,USU,2025,1,0.0,0.0,0.0,0.0,5244.62,0,186,0.0141,0.0053,0.2391,0.0456,1.9942,1.9757,0.0021,0.0016,1095,1095,2810208,2810208,51,51,0,14.84876941576828,14.84876941576828,3.9512437185814275,3.9512437185814275,0.0,5.231108616854587,6.999422467507961,6.999422467507961,0,4.746845088989663
EUQ-MNL,EUQ,MNL,2025,1,0.0,0.0,10000.0,10000.0,3717.97,12,6775,0.0176,0.1691,0.2494,0.5725,1.9871,1.9891,0.0009,0.1717,2618,4565,5909568,7348669,147,1351,0,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,2.5649493574615367,8.821142236331891,7.870547844507712,8.42639282708974,0,3.513219002613229
GES-CEB,GES,CEB,2025,1,9990.75,87.17,7763.22,5706.31,3150.85,283,3074,0.0677,0.0056,0.0731,0.5096,1.8292,1.891,0.1054,0.0813,1625,2606,1705910,7517450,82,386,1,14.349609836856978,15.832737675699201,4.418840607796598,5.958424693029782,5.648974238161206,8.031060180240619,7.3938782901077555,7.865955413933502,0,1.716017470072418
GES-ILO,GES,ILO,2025,1,4826.7,100.0,10000.0,5706.31,4460.23,283,900,0.0677,2.0,0.0731,0.001,1.8292,1.9149,0.1054,0.0007,1625,2618,1705910,5909568,82,147,1,14.349609836856978,15.592083459480998,4.418840607796598,4.997212273764115,5.648974238161206,6.803505257608338,7.3938782901077555,7.870547844507712,0,2.5113088296761656
GES-MNL,GES,MNL,2025,1,25827.17,60.35,5214.24,5706.31,3717.97,283,6775,0.0677,0.1691,0.0731,0.5725,1.8292,1.9891,0.1054,0.1717,1625,4565,1705910,7348669,82,1351,1,14.349609836856978,15.81002990243421,4.418840607796598,7.20934025660291,5.648974238161206,8.821142236331891,7.3938782901077555,8.42639282708974,0,2.0738053267966743
IAO-CEB,IAO,CEB,2025,1,7286.76,63.91,5351.39,4827.05,3150.85,295,3074,0.0426,0.0056,0.0,0.5096,1.977,1.891,0.0025,0.0813,920,2606,1728856,7517450,47,386,1,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,5.69035945432406,8.031060180240619,6.825460036255307,7.865955413933502,0,1.8837911584827438
IAO-CRK,IAO,CRK,2025,1,0.0,0.0,6041.5,4827.05,8624.9,295,340,0.0426,0.0065,0.0,0.1865,1.977,1.2661,0.0025,0.1108,920,3779,1728856,5691259,47,243,0,14.362971054478116,15.554442222712828,3.871201010907891,5.497168225293202,5.69035945432406,5.831882477283517,6.825460036255307,8.237479288613633,0,2.696703222239266
IAO-DVO,IAO,DVO,2025,1,1930.68,100.0,10000.0,4827.05,5304.68,295,1133,0.0426,0.6037,0.0,0.4554,1.977,1.7601,0.0025,0.1592,920,1837,1728856,4116016,47,205,1,14.362971054478116,15.230396506151067,3.871201010907891,5.327876168789581,5.69035945432406,7.033506484287697,6.825460036255307,7.516433302915632,0,2.6628602706902758
IAO-MNL,IAO,MNL,2025,1,0.0,0.0,10000.0,4827.05,3717.97,295,6775,0.0426,0.1691,0.0,0.5725,1.977,1.9891,0.0025,0.1717,920,4565,1728856,7348669,47,1351,0,14.362971054478116,15.81002990243421,3.871201010907891,7.20934025660291,5.69035945432406,8.821142236331891,6.825460036255307,8.42639282708974,0,2.6253976260135397
ILO-BCD,ILO,BCD,2025,1,0.0,0.0,0.0,4440.67,3209.42,844,632,2.0,0.0525,0.001,0.1407,1.9149,1.7466,0.0007,0.1829,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.739336627357174,6.450470422144176,7.870547844507712,7.870547844507712,0,2.780926771877927
ILO-CEB,ILO,CEB,2025,1,8265.94,70.44,4414.2,4440.67,3150.85,844,3074,2.0,0.0056,0.001,0.5096,1.9149,1.891,0.0007,0.0813,2618,2606,5909568,7517450,147,386,1,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.739336627357174,8.031060180240619,7.870547844507712,7.865955413933502,0,2.2451901386432316
ILO-CGY,ILO,CGY,2025,1,4665.81,100.0,10000.0,4440.67,3539.37,844,626,2.0,0.072,0.001,0.0369,1.9149,1.9531,0.0007,0.0014,2618,1573,5909568,2941319,147,135,1,15.592083459480998,14.894369018145523,4.997212273764115,4.912654885736052,6.739336627357174,6.440946540632921,7.870547844507712,7.3613754289773485,1,2.4841641325679036
ILO-CRK,ILO,CRK,2025,1,4382.09,100.0,10000.0,4440.67,8624.9,844,340,2.0,0.0065,0.001,0.1865,1.9149,1.2661,0.0007,0.1108,2618,3779,5909568,5691259,147,243,1,15.592083459480998,15.554442222712828,4.997212273764115,5.497168225293202,6.739336627357174,5.831882477283517,7.870547844507712,8.237479288613633,0,3.1951469810072735
ILO-DGT,ILO,DGT,2025,1,0.0,0.0,0.0,4440.67,4740.49,844,224,2.0,0.0,0.001,0.1754,1.9149,1.9427,0.0007,0.0084,2618,2606,5909568,7517450,147,386,0,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.739336627357174,5.41610040220442,7.870547844507712,7.865955413933502,0,2.8804814893368684
ILO-DRP,ILO,DRP,2025,1,2252.46,100.0,10000.0,4440.67,4574.31,844,255,2.0,2.0,0.001,0.0165,1.9149,1.3268,0.0007,0.0008,2618,1909,5909568,4631579,147,93,1,15.592083459480998,15.348408620548742,4.997212273764115,4.543294782270004,6.739336627357174,5.545177444479562,7.870547844507712,7.554858521040676,1,2.3983450780779796
ILO-DVO,ILO,DVO,2025,1,4987.59,100.0,10000.0,4440.67,5304.68,844,1133,2.0,0.6037,0.001,0.4554,1.9149,1.7601,0.0007,0.1592,2618,1837,5909568,4116016,147,205,1,15.592083459480998,15.230396506151067,4.997212273764115,5.327876168789581,6.739336627357174,7.033506484287697,7.870547844507712,7.516433302915632,1,2.868824841057907
ILO-GES,ILO,GES,2025,1,4504.92,100.0,10000.0,4440.67,5685.99,844,283,2.0,0.0677,0.001,0.0731,1.9149,1.8292,0.0007,0.1054,2618,1625,5909568,1705910,147,82,1,15.592083459480998,14.349609836856978,4.997212273764115,4.418840607796598,6.739336627357174,5.648974238161206,7.870547844507712,7.3938782901077555,1,2.4953820225229406
ILO-KLO,ILO,KLO,2025,1,0.0,0.0,0.0,4440.67,6250.0,844,124,2.0,0.0773,0.001,0.1044,1.9149,1.8404,0.0007,0.0029,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.739336627357174,4.8283137373023015,7.870547844507712,7.870547844507712,1,2.6677603718097544
ILO-MNL,ILO,MNL,2025,1,40315.92,45.64,3586.72,4440.67,3717.97,844,6775,2.0,0.1691,0.001,0.5725,1.9149,1.9891,0.0007,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,6.739336627357174,8.821142236331891,7.870547844507712,8.42639282708974,0,2.6376009225999564
ILO-MPH,ILO,MPH,2025,1,0.0,0.0,0.0,4440.67,4153.81,844,738,2.0,0.0902,0.001,1.3168,1.9149,1.9746,0.0007,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.739336627357174,6.6052979209482015,7.870547844507712,7.870547844507712,1,2.824927570594862
ILO-PPS,ILO,PPS,2025,1,4542.98,100.0,10000.0,4440.67,4456.36,844,602,2.0,0.0354,0.001,0.2292,1.9149,1.3649,0.0007,0.1602,2618,1095,5909568,2810208,147,51,1,15.592083459480998,14.84876941576828,4.997212273764115,3.9512437185814275,6.739336627357174,6.401917196727186,7.870547844507712,6.999422467507961,1,2.772835555606605
ILO-TAC,ILO,TAC,2025,1,2574.24,100.0,10000.0,4440.67,3582.66,844,419,2.0,0.0177,0.001,0.1266,1.9149,1.7168,0.0007,0.1699,2618,1528,5909568,1695713,147,103,1,15.592083459480998,14.343614449038526,4.997212273764115,4.6443908991413725,6.739336627357174,6.040254711277414,7.870547844507712,7.332369205929062,1,2.917496800809707
ILO-TAG,ILO,TAG,2025,1,4826.7,100.0,10000.0,4440.67,4175.84,844,368,2.0,0.0022,0.001,0.746,1.9149,1.9782,0.0007,0.0037,2618,2606,5909568,7517450,147,386,1,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.739336627357174,5.910796644040527,7.870547844507712,7.865955413933502,0,2.8774869735469375
ILO-ZAM,ILO,ZAM,2025,1,2735.13,100.0,10000.0,4440.67,6433.02,844,99,2.0,0.0394,0.001,0.0863,1.9149,1.405,0.0007,0.2669,2618,1263,5909568,1953463,147,64,1,15.592083459480998,14.48511476484572,4.997212273764115,4.174387269895637,6.739336627357174,4.605170185988092,7.870547844507712,7.142036574706803,1,3.5478633525281356
KLO-MNL,KLO,MNL,2025,1,4987.59,25.0,6250.0,6250.0,3717.97,124,6775,0.0773,0.1691,0.1044,0.5725,1.8404,1.9891,0.0029,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,4.8283137373023015,8.821142236331891,7.870547844507712,8.42639282708974,0,2.477480920083979
KLO-MPH,KLO,MPH,2025,1,0.0,0.0,0.0,6250.0,4153.81,124,738,0.0773,0.0902,0.1044,1.3168,1.8404,1.9746,0.0029,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,4.8283137373023015,6.6052979209482015,7.870547844507712,7.870547844507712,0,2.802128654953229
LAO-MNL,LAO,MNL,2025,1,4826.7,37.28,5323.6,5323.62,3717.97,80,6775,0.1189,0.1691,0.4868,0.5725,1.9367,1.9891,0.0129,0.1717,1736,4565,1857396,7348669,58,1351,1,14.434686603161763,15.81002990243421,4.07753744390572,7.20934025660291,4.394449154672439,8.821142236331891,7.459914766241105,8.42639282708974,0,1.8876552993399205
LGP-MNL,LGP,MNL,2025,1,0.0,0.0,0.0,0.0,3717.97,0,6775,2.0,0.1691,1.1444,0.5725,1.9183,1.9891,0.0098,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.821142236331891,7.554858521040676,8.42639282708974,0,3.5766949647630404
MBT-CEB,MBT,CEB,2025,1,685.08,100.0,10000.0,10000.0,3150.85,11,3074,0.0,0.0056,0.052,0.5096,1.9706,1.891,0.0011,0.0813,1909,2606,4631579,7517450,93,386,1,15.348408620548742,15.832737675699201,4.543294782270004,5.958424693029782,2.4849066497880004,8.031060180240619,7.554858521040676,7.865955413933502,0,2.9258947580023524
MBT-CRK,MBT,CRK,2025,1,0.0,0.0,0.0,10000.0,8624.9,11,340,0.0,0.0065,0.052,0.1865,1.9706,1.2661,0.0011,0.1108,1909,3779,4631579,5691259,93,243,0,15.348408620548742,15.554442222712828,4.543294782270004,5.497168225293202,2.4849066497880004,5.831882477283517,7.554858521040676,8.237479288613633,0,3.469249133814393
MBT-MNL,MBT,MNL,2025,1,0.0,0.0,0.0,10000.0,3717.97,11,6775,0.0,0.1691,0.052,0.5725,1.9706,1.9891,0.0011,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,2.4849066497880004,8.821142236331891,7.554858521040676,8.42639282708974,0,3.1962571247543403
MNL-BAG,MNL,BAG,2025,1,0.0,0.0,0.0,3836.87,0.0,6330,0,0.1691,0.2033,0.5725,0.5139,1.9891,1.4349,0.1717,0.1274,4565,627,7348669,1983511,1351,38,0,15.81002990243421,14.500379568829993,7.20934025660291,3.6635616461296463,8.753213480544126,0.0,8.42639282708974,6.4425401664681985,1,4.14632276234968
MNL-BCD,MNL,BCD,2025,1,30818.22,39.37,3430.78,3836.87,3209.42,6330,632,0.1691,0.0525,0.5725,0.1407,1.9891,1.7466,0.1717,0.1829,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.753213480544126,6.450470422144176,8.42639282708974,7.870547844507712,1,3.0395564056731397
MNL-BSO,MNL,BSO,2025,1,0.0,0.0,10000.0,3836.87,10000.0,6330,46,0.1691,0.0348,0.5725,0.2377,1.9891,1.996,0.1717,0.0006,4565,1216,7348669,1113791,1351,46,0,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,8.753213480544126,3.8501476017100584,8.42639282708974,7.104144092987527,1,3.553654637991613
MNL-BXU,MNL,BXU,2025,1,22137.08,69.63,5770.67,3836.87,4916.71,6330,252,0.1691,0.018,0.5725,0.0452,1.9891,1.8643,0.1717,0.2916,4565,920,7348669,1728856,1351,47,1,15.81002990243421,14.362971054478116,7.20934025660291,3.871201010907891,8.753213480544126,5.53338948872752,8.42639282708974,6.825460036255307,1,3.76661704663492
MNL-CBO,MNL,CBO,2025,1,0.0,0.0,10000.0,3836.87,10000.0,6330,66,0.1691,0.165,0.5725,0.0388,1.9891,1.9501,0.1717,0.0101,4565,940,7348669,1878952,1351,6,0,15.81002990243421,14.446225264777816,7.20934025660291,1.9459101490553132,8.753213480544126,4.204692619390966,8.42639282708974,6.846943139585379,1,3.8507007450656787
MNL-CEB,MNL,CEB,2025,1,66326.47,39.12,3413.56,3836.87,3150.85,6330,3074,0.1691,0.0056,0.5725,0.5096,1.9891,1.891,0.1717,0.0813,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,8.753213480544126,8.031060180240619,8.42639282708974,7.865955413933502,1,3.3088834798815925
MNL-CGY,MNL,CGY,2025,1,32293.91,48.4,3909.28,3836.87,3539.37,6330,626,0.1691,0.072,0.5725,0.0369,1.9891,1.9531,0.1717,0.0014,4565,1573,7348669,2941319,1351,135,1,15.81002990243421,14.894369018145523,7.20934025660291,4.912654885736052,8.753213480544126,6.440946540632921,8.42639282708974,7.3613754289773485,1,2.132509869691512
MNL-CRK,MNL,CRK,2025,1,0.0,0.0,0.0,3836.87,8624.9,6330,340,0.1691,0.0065,0.5725,0.1865,1.9891,1.2661,0.1717,0.1108,4565,3779,7348669,5691259,1351,243,0,15.81002990243421,15.554442222712828,7.20934025660291,5.497168225293202,8.753213480544126,5.831882477283517,8.42639282708974,8.237479288613633,1,3.420283468230581
MNL-CRM,MNL,CRM,2025,1,0.0,0.0,10000.0,3836.87,10000.0,6330,16,0.1691,0.0586,0.5725,0.0541,1.9891,1.9967,0.1717,0.0006,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,8.753213480544126,2.833213344056216,8.42639282708974,7.332369205929062,1,3.226026002468782
MNL-CYP,MNL,CYP,2025,1,0.0,0.0,10000.0,3836.87,5897.73,6330,40,0.1691,0.0009,0.5725,0.3387,1.9891,1.9297,0.1717,0.0019,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,8.753213480544126,3.713572066704308,8.42639282708974,7.332369205929062,1,2.4617556606605238
MNL-CYZ,MNL,CYZ,2025,1,7883.61,89.34,8095.27,3836.87,8094.55,6330,65,0.1691,0.1052,0.5725,0.0793,1.9891,1.6779,0.1717,0.0065,4565,1216,7348669,1113791,1351,46,1,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,8.753213480544126,4.189654742026425,8.42639282708974,7.104144092987527,1,2.9970329128689666
MNL-DGT,MNL,DGT,2025,1,19306.8,66.67,5555.78,3836.87,4740.49,6330,224,0.1691,0.0,0.5725,0.1754,1.9891,1.9427,0.1717,0.0084,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,8.753213480544126,5.41610040220442,8.42639282708974,7.865955413933502,1,2.8590411367442923
MNL-DPL,MNL,DPL,2025,1,7240.05,59.21,5169.65,3836.87,4141.4,6330,103,0.1691,0.0248,0.5725,0.2653,1.9891,1.9409,0.1717,0.0123,4565,1263,7348669,1953463,1351,64,1,15.81002990243421,14.48511476484572,7.20934025660291,4.174387269895637,8.753213480544126,4.6443908991413725,8.42639282708974,7.142036574706803,1,2.0206736948139015
MNL-DRP,MNL,DRP,2025,1,18253.23,57.73,5119.51,3836.87,4574.31,6330,255,0.1691,2.0,0.5725,0.0165,1.9891,1.3268,0.1717,0.0008,4565,1909,7348669,4631579,1351,93,1,15.81002990243421,15.348408620548742,7.20934025660291,4.543294782270004,8.753213480544126,5.545177444479562,8.42639282708974,7.554858521040676,1,2.0256422671563534
MNL-DVO,MNL,DVO,2025,1,65433.79,53.54,5025.06,3836.87,5304.68,6330,1133,0.1691,0.6037,0.5725,0.4554,1.9891,1.7601,0.1717,0.1592,4565,1837,7348669,4116016,1351,205,1,15.81002990243421,15.230396506151067,7.20934025660291,5.327876168789581,8.753213480544126,7.033506484287697,8.42639282708974,7.516433302915632,1,2.564619375545896
MNL-ENI,MNL,ENI,2025,1,0.0,0.0,0.0,3836.87,0.0,6330,0,0.1691,0.0141,0.5725,0.2391,1.9891,1.9942,0.1717,0.0021,4565,1095,7348669,2810208,1351,51,0,15.81002990243421,14.84876941576828,7.20934025660291,3.9512437185814275,8.753213480544126,0.0,8.42639282708974,6.999422467507961,1,3.6300299216573473
MNL-EUQ,MNL,EUQ,2025,1,0.0,0.0,10000.0,3836.87,10000.0,6330,14,0.1691,0.0176,0.5725,0.2494,1.9891,1.9871,0.1717,0.0009,4565,2618,7348669,5909568,1351,147,0,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.753213480544126,2.70805020110221,8.42639282708974,7.870547844507712,1,3.430763777682128
MNL-GES,MNL,GES,2025,1,25827.17,60.12,5204.83,3836.87,5685.99,6330,283,0.1691,0.0677,0.5725,0.0731,1.9891,1.8292,0.1717,0.1054,4565,1625,7348669,1705910,1351,82,1,15.81002990243421,14.349609836856978,7.20934025660291,4.418840607796598,8.753213480544126,5.648974238161206,8.42639282708974,7.3938782901077555,1,2.1407091975437136
MNL-IAO,MNL,IAO,2025,1,0.0,0.0,10000.0,3836.87,4707.02,6330,319,0.1691,0.0426,0.5725,0.0,1.9891,1.977,0.1717,0.0025,4565,920,7348669,1728856,1351,47,0,15.81002990243421,14.362971054478116,7.20934025660291,3.871201010907891,8.753213480544126,5.768320995793772,8.42639282708974,6.825460036255307,1,2.747094088571402
MNL-ILO,MNL,ILO,2025,1,47855.26,48.1,3661.57,3836.87,4460.23,6330,900,0.1691,2.0,0.5725,0.001,1.9891,1.9149,0.1717,0.0007,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.753213480544126,6.803505257608338,8.42639282708974,7.870547844507712,1,2.6126077706767292
MNL-KLO,MNL,KLO,2025,1,4987.59,25.0,6250.0,3836.87,6250.0,6330,124,0.1691,0.0773,0.5725,0.1044,1.9891,1.8404,0.1717,0.0029,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.753213480544126,4.8283137373023015,8.42639282708974,7.870547844507712,1,2.4376233916930405
MNL-LAO,MNL,LAO,2025,1,4826.7,30.78,5738.82,3836.87,5738.99,6330,97,0.1691,0.1189,0.5725,0.4868,1.9891,1.9367,0.1717,0.0129,4565,1736,7348669,1857396,1351,58,1,15.81002990243421,14.434686603161763,7.20934025660291,4.07753744390572,8.753213480544126,4.584967478670572,8.42639282708974,7.459914766241105,1,2.0108861119496297
MNL-LGP,MNL,LGP,2025,1,0.0,0.0,0.0,3836.87,0.0,6330,0,0.1691,2.0,0.5725,1.1444,1.9891,1.9183,0.1717,0.0098,4565,1909,7348669,4631579,1351,93,0,15.81002990243421,15.348408620548742,7.20934025660291,4.543294782270004,8.753213480544126,0.0,8.42639282708974,7.554858521040676,1,3.600049470113035
MNL-MBT,MNL,MBT,2025,1,0.0,0.0,0.0,3836.87,10000.0,6330,12,0.1691,0.0,0.5725,0.052,1.9891,1.9706,0.1717,0.0011,4565,1909,7348669,4631579,1351,93,0,15.81002990243421,15.348408620548742,7.20934025660291,4.543294782270004,8.753213480544126,2.5649493574615367,8.42639282708974,7.554858521040676,1,3.116281912501846
MNL-MPH,MNL,MPH,2025,1,36682.92,48.42,3513.77,3836.87,4153.81,6330,738,0.1691,0.0902,0.5725,1.3168,1.9891,1.9746,0.1717,0.0014,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.753213480544126,6.6052979209482015,8.42639282708974,7.870547844507712,1,2.5976031934815977
MNL-OZC,MNL,OZC,2025,1,7722.72,60.76,5231.56,3836.87,4315.93,6330,113,0.1691,0.0094,0.5725,0.069,1.9891,1.9415,0.1717,0.0078,4565,1573,7348669,2941319,1351,135,1,15.81002990243421,14.894369018145523,7.20934025660291,4.912654885736052,8.753213480544126,4.736198448394496,8.42639282708974,7.3613754289773485,1,1.8264871659581228
MNL-PAG,MNL,PAG,2025,1,9814.29,100.0,10000.0,3836.87,6723.29,6330,102,0.1691,0.1565,0.5725,0.0837,1.9891,1.9399,0.1717,0.0091,4565,1263,7348669,1953463,1351,64,1,15.81002990243421,14.48511476484572,7.20934025660291,4.174387269895637,8.753213480544126,4.634728988229636,8.42639282708974,7.142036574706803,1,2.447280449009905
MNL-PPS,MNL,PPS,2025,1,35274.7,48.83,3709.97,3836.87,4456.36,6330,602,0.1691,0.0354,0.5725,0.2292,1.9891,1.3649,0.1717,0.1602,4565,1095,7348669,2810208,1351,51,1,15.81002990243421,14.84876941576828,7.20934025660291,3.9512437185814275,8.753213480544126,6.401917196727186,8.42639282708974,6.999422467507961,1,2.46685936300884
MNL-RXS,MNL,RXS,2025,1,9975.18,57.41,4374.78,3836.87,4374.14,6330,108,0.1691,0.0162,0.5725,0.1767,1.9891,1.9047,0.1717,0.0026,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.753213480544126,4.6913478822291435,8.42639282708974,7.870547844507712,1,2.382780146453444
MNL-SJI,MNL,SJI,2025,1,0.0,0.0,0.0,3836.87,0.0,6330,0,0.1691,0.225,0.5725,0.0171,1.9891,1.9857,0.1717,0.0183,4565,1095,7348669,2810208,1351,51,0,15.81002990243421,14.84876941576828,7.20934025660291,3.9512437185814275,8.753213480544126,0.0,8.42639282708974,6.999422467507961,1,3.5994695980370732
MNL-TAC,MNL,TAC,2025,1,23972.61,43.11,3698.2,3836.87,3582.66,6330,419,0.1691,0.0177,0.5725,0.1266,1.9891,1.7168,0.1717,0.1699,4565,1528,7348669,1695713,1351,103,1,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,8.753213480544126,6.040254711277414,8.42639282708974,7.332369205929062,1,2.6286695769703736
MNL-TAG,MNL,TAG,2025,1,24403.38,49.26,3768.53,3836.87,4175.84,6330,368,0.1691,0.0022,0.5725,0.746,1.9891,1.9782,0.1717,0.0037,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,8.753213480544126,5.910796644040527,8.42639282708974,7.865955413933502,1,2.9359651725513323
MNL-TUG,MNL,TUG,2025,1,9975.18,71.26,5903.98,3836.87,5904.35,6330,87,0.1691,0.1667,0.5725,0.1568,1.9891,1.6703,0.1717,0.0064,4565,1216,7348669,1113791,1351,46,1,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,8.753213480544126,4.477336814478207,8.42639282708974,7.104144092987527,1,2.645312318884924
MNL-USU,MNL,USU,2025,1,1868.4,47.66,4468.64,3836.87,5244.62,6330,186,0.1691,0.0053,0.5725,0.0456,1.9891,1.9757,0.1717,0.0016,4565,1095,7348669,2810208,1351,51,1,15.81002990243421,14.84876941576828,7.20934025660291,3.9512437185814275,8.753213480544126,5.231108616854587,8.42639282708974,6.999422467507961,1,2.0036478262758823
MNL-VRC,MNL,VRC,2025,1,4344.03,100.0,10000.0,3836.87,10000.0,6330,27,0.1691,0.0996,0.5725,0.0298,1.9891,1.9966,0.1717,0.0009,4565,1909,7348669,4631579,1351,93,1,15.81002990243421,15.348408620548742,7.20934025660291,4.543294782270004,8.753213480544126,3.332204510175204,8.42639282708974,7.554858521040676,1,3.1076156769181242
MNL-WNP,MNL,WNP,2025,1,2740.32,100.0,10000.0,3836.87,10000.0,6330,44,0.1691,1.1518,0.5725,0.0089,1.9891,1.909,0.1717,0.0013,4565,1909,7348669,4631579,1351,93,1,15.81002990243421,15.348408620548742,7.20934025660291,4.543294782270004,8.753213480544126,3.8066624897703196,8.42639282708974,7.554858521040676,1,3.0839130955477123
MNL-ZAM,MNL,ZAM,2025,1,0.0,0.0,10000.0,3836.87,6433.02,6330,99,0.1691,0.0394,0.5725,0.0863,1.9891,1.405,0.1717,0.2669,4565,1263,7348669,1953463,1351,64,0,15.81002990243421,14.48511476484572,7.20934025660291,4.174387269895637,8.753213480544126,4.605170185988092,8.42639282708974,7.142036574706803,1,3.5407775590051433
MPH-CEB,MPH,CEB,2025,1,12139.41,66.95,4505.22,3427.23,3150.85,998,3074,0.0902,0.0056,1.3168,0.5096,1.9746,1.891,0.0014,0.0813,2618,2606,5909568,7517450,147,386,1,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.906754778648554,8.031060180240619,7.870547844507712,7.865955413933502,0,2.3580861957029207
MPH-CRK,MPH,CRK,2025,1,13836.54,99.59,9918.34,3427.23,8624.9,998,340,0.0902,0.0065,1.3168,0.1865,1.9746,1.2661,0.0014,0.1108,2618,3779,5909568,5691259,147,243,1,15.592083459480998,15.554442222712828,4.997212273764115,5.497168225293202,6.906754778648554,5.831882477283517,7.870547844507712,8.237479288613633,0,3.2687629643552203
MPH-DVO,MPH,DVO,2025,1,4826.7,100.0,10000.0,3427.23,5304.68,998,1133,0.0902,0.6037,1.3168,0.4554,1.9746,1.7601,0.0014,0.1592,2618,1837,5909568,4116016,147,205,1,15.592083459480998,15.230396506151067,4.997212273764115,5.327876168789581,6.906754778648554,7.033506484287697,7.870547844507712,7.516433302915632,1,2.876196230139154
MPH-ENI,MPH,ENI,2025,1,0.0,0.0,0.0,3427.23,0.0,998,0,0.0902,0.0141,1.3168,0.2391,1.9746,1.9942,0.0014,0.0021,2618,1095,5909568,2810208,147,51,0,15.592083459480998,14.84876941576828,4.997212273764115,3.9512437185814275,6.906754778648554,0.0,7.870547844507712,6.999422467507961,1,3.6427592102115627
