DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS
4/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:56:00,23:05:00,23:15:00,0:40:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
4/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:58:00,23:05:00,23:06:00,0:40:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
4/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:58:00,23:05:00,23:11:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
3/31/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),0:57:00,23:05:00,23:21:00,0:40:00,Landed 12:18 AM,PR2869,Philippine Airlines,186
3/30/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:42:00,23:05:00,23:03:00,0:40:00,Landed 12:45 AM,PR2869,Philippine Airlines,186
3/29/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:03:00,22:50:00,0:01:00,0:45:00,Landed 1:03 AM,PR2869,Philippine Airlines,186
3/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:06:00,22:50:00,23:13:00,0:45:00,Landed 12:19 AM,PR2869,Philippine Airlines,186
3/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:58:00,22:50:00,0:01:00,1:00:00,Landed 1:00 AM,PR2869,Philippine Airlines,186
3/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:01:00,22:50:00,22:45:00,0:20:00,Landed 11:46 PM,PR2869,Philippine Airlines,186
3/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:02:00,22:50:00,23:01:00,0:20:00,Landed 12:02 AM,PR2869,Philippine Airlines,186
3/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:02:00,22:50:00,22:58:00,0:20:00,Landed 12:00 AM,PR2869,Philippine Airlines,186
3/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:03:00,22:50:00,22:53:00,0:20:00,Landed 11:56 PM,PR2869,Philippine Airlines,186
3/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),0:58:00,22:50:00,23:08:00,0:20:00,Landed 12:06 AM,PR2869,Philippine Airlines,186
3/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:02:00,22:50:00,23:44:00,0:45:00,Landed 12:46 AM,PR2869,Philippine Airlines,186
3/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:00:00,22:50:00,22:56:00,0:20:00,Landed 11:56 PM,PR2869,Philippine Airlines,186
3/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:58:00,22:50:00,0:12:00,0:20:00,Landed 1:10 AM,PR2869,Philippine Airlines,186
3/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:01:00,22:50:00,23:05:00,0:20:00,Landed 12:06 AM,PR2869,Philippine Airlines,186
3/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:02:00,22:50:00,0:21:00,0:20:00,Landed 1:22 AM,PR2869,Philippine Airlines,186
3/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),0:58:00,22:50:00,23:34:00,0:20:00,Landed 12:32 AM,PR2869,Philippine Airlines,186
3/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:00:00,22:50:00,0:00:00,0:45:00,Landed 1:00 AM,PR2869,Philippine Airlines,186
3/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:02:00,22:50:00,22:58:00,0:20:00,Landed 12:00 AM,PR2869,Philippine Airlines,186
3/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:03:00,22:50:00,22:37:00,0:20:00,Landed 11:40 PM,PR2869,Philippine Airlines,186
3/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:01:00,22:50:00,22:42:00,0:20:00,Landed 11:43 PM,PR2869,Philippine Airlines,186
3/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:04:00,22:50:00,23:32:00,0:20:00,Landed 12:36 AM,PR2869,Philippine Airlines,186
3/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:01:00,22:50:00,23:15:00,0:20:00,Landed 12:16 AM,PR2869,Philippine Airlines,186
3/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:57:00,23:10:00,0:01:00,0:40:00,Landed 12:58 AM,PR2869,Philippine Airlines,186
3/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:01:00,22:50:00,23:37:00,0:20:00,Landed 12:38 AM,PR2869,Philippine Airlines,186
3/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:04:00,22:50:00,23:46:00,0:20:00,Landed 12:50 AM,PR2869,Philippine Airlines,186
2/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:03:00,22:50:00,23:24:00,0:20:00,Landed 12:27 AM,PR2869,Philippine Airlines,186
2/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:58:00,22:50:00,22:56:00,0:20:00,Landed 11:55 PM,PR2869,Philippine Airlines,186
2/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),0:59:00,22:50:00,23:08:00,0:20:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
2/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:03:00,22:50:00,23:47:00,0:20:00,Landed 12:50 AM,PR2869,Philippine Airlines,186
2/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:59:00,22:50:00,23:09:00,0:20:00,Landed 12:08 AM,PR2869,Philippine Airlines,186
2/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:00:00,22:50:00,23:44:00,0:20:00,Landed 12:44 AM,PR2869,Philippine Airlines,186
2/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:04:00,22:50:00,0:38:00,0:20:00,Landed 1:42 AM,PR2869,Philippine Airlines,186
2/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:03:00,22:50:00,23:00:00,0:20:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
2/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:01:00,22:50:00,0:17:00,0:45:00,Landed 1:18 AM,PR2869,Philippine Airlines,186
2/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:04:00,22:50:00,22:58:00,0:20:00,Landed 12:02 AM,PR2869,Philippine Airlines,186
2/18/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:04:00,22:50:00,23:20:00,0:20:00,Landed 12:24 AM,PR2869,Philippine Airlines,186
2/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:01:00,22:50:00,0:53:00,0:20:00,Landed 1:54 AM,PR2869,Philippine Airlines,186
2/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),0:59:00,22:50:00,23:56:00,0:20:00,Landed 12:54 AM,PR2869,Philippine Airlines,186
2/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:02:00,22:50:00,0:41:00,0:50:00,Landed 1:44 AM,PR2869,Philippine Airlines,186
2/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),0:59:00,22:50:00,23:11:00,0:20:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
2/13/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:06:00,22:50:00,23:42:00,0:40:00,Landed 12:48 AM,PR2869,Philippine Airlines,186
2/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:03:00,22:50:00,0:44:00,0:55:00,Landed 1:48 AM,PR2869,Philippine Airlines,186
2/11/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:02:00,22:50:00,22:59:00,0:20:00,Landed 12:01 AM,PR2869,Philippine Airlines,186
2/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:03:00,22:50:00,0:02:00,0:55:00,Landed 1:06 AM,PR2869,Philippine Airlines,186
2/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:04:00,22:50:00,22:59:00,0:20:00,Landed 12:03 AM,PR2869,Philippine Airlines,186
2/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:02:00,22:50:00,23:16:00,0:20:00,Landed 12:18 AM,PR2869,Philippine Airlines,186
2/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:04:00,22:50:00,23:42:00,0:20:00,Landed 12:46 AM,PR2869,Philippine Airlines,186
2/6/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:06:00,22:50:00,23:19:00,0:20:00,Landed 12:25 AM,PR2869,Philippine Airlines,186
2/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:00:00,22:50:00,23:33:00,0:20:00,Landed 12:33 AM,PR2869,Philippine Airlines,186
2/4/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:58:00,22:50:00,23:29:00,0:20:00,Landed 12:27 AM,PR2869,Philippine Airlines,186
2/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:00:00,22:50:00,23:36:00,0:45:00,Landed 12:36 AM,PR2869,Philippine Airlines,186
2/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:02:00,22:50:00,0:36:00,0:40:00,Landed 1:39 AM,PR2869,Philippine Airlines,186
2/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:04:00,22:50:00,22:42:00,0:20:00,Landed 11:47 PM,PR2869,Philippine Airlines,186
1/31/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:02:00,22:50:00,23:38:00,0:20:00,Landed 12:39 AM,PR2869,Philippine Airlines,186
1/30/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:02:00,22:50:00,23:17:00,0:20:00,Landed 12:19 AM,PR2869,Philippine Airlines,186
1/29/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:01:00,22:50:00,0:28:00,0:40:00,Landed 1:29 AM,PR2869,Philippine Airlines,186
1/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:03:00,22:50:00,22:56:00,0:20:00,Landed 11:59 PM,PR2869,Philippine Airlines,186
1/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:59:00,22:50:00,22:54:00,0:20:00,Landed 11:54 PM,PR2869,Philippine Airlines,186
1/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:58:00,22:50:00,23:52:00,0:20:00,Landed 12:49 AM,PR2869,Philippine Airlines,186
1/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:58:00,22:50:00,0:33:00,0:20:00,Landed 1:31 AM,PR2869,Philippine Airlines,186
1/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:00:00,22:50:00,22:55:00,0:20:00,Landed 11:55 PM,PR2869,Philippine Airlines,186
1/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:58:00,22:50:00,0:02:00,0:20:00,Landed 12:59 AM,PR2869,Philippine Airlines,186
1/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:00:00,22:50:00,0:34:00,0:20:00,Landed 1:33 AM,PR2869,Philippine Airlines,186
1/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:00:00,22:50:00,0:34:00,0:20:00,Landed 1:34 AM,PR2869,Philippine Airlines,186
1/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:02:00,22:50:00,23:06:00,0:20:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
1/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),-,23:58:00,,23:58:00,Landed 11:58 PM,PR2869,Philippine Airlines,186
1/18/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:00:00,22:50:00,0:04:00,0:20:00,Landed 1:03 AM,PR2869,Philippine Airlines,186
1/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:04:00,22:50:00,23:51:00,0:20:00,Landed 12:56 AM,PR2869,Philippine Airlines,186
1/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:02:00,22:50:00,22:47:00,0:20:00,Landed 11:49 PM,PR2869,Philippine Airlines,186
1/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:59:00,22:50:00,23:22:00,0:20:00,Landed 12:21 AM,PR2869,Philippine Airlines,186
1/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:00:00,22:50:00,22:51:00,0:20:00,Landed 11:50 PM,PR2869,Philippine Airlines,186
1/13/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:09:00,22:50:00,22:46:00,0:20:00,Landed 11:54 PM,PR2869,Philippine Airlines,186
1/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:00:00,22:50:00,23:00:00,0:20:00,Landed 12:01 AM,PR2869,Philippine Airlines,186
1/12/2025 0:00,Surigao (SUG),Cebu (CEB),A320 (RP-C8612),3:33:00,0:13:00,20:40:00,0:13:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
1/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:03:00,22:50:00,23:53:00,0:45:00,Landed 12:56 AM,PR2869,Philippine Airlines,186
1/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:03:00,22:50:00,22:52:00,0:20:00,Landed 11:55 PM,PR2869,Philippine Airlines,186
1/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:02:00,22:50:00,23:08:00,0:20:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
1/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:11:00,22:50:00,22:41:00,0:20:00,Landed 11:52 PM,PR2869,Philippine Airlines,186
1/6/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:56:00,22:50:00,22:50:00,0:20:00,Landed 11:47 PM,PR2869,Philippine Airlines,186
1/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:00:00,22:50:00,22:47:00,0:20:00,Landed 11:47 PM,PR2869,Philippine Airlines,186
1/4/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:04:00,22:50:00,22:48:00,0:20:00,Landed 11:51 PM,PR2869,Philippine Airlines,186
1/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:01:00,22:50:00,22:48:00,0:20:00,Landed 11:49 PM,PR2869,Philippine Airlines,186
1/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:05:00,22:50:00,22:39:00,0:20:00,Landed 11:44 PM,PR2869,Philippine Airlines,186
12/30/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:06:00,22:50:00,23:05:00,0:45:00,Landed 12:10 AM,PR2869,Philippine Airlines,186
12/29/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:02:00,22:50:00,23:37:00,0:20:00,Landed 12:39 AM,PR2869,Philippine Airlines,186
12/28/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:28:00,22:50:00,22:53:00,0:20:00,Landed 12:21 AM,PR2869,Philippine Airlines,186
12/27/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:07:00,22:50:00,23:36:00,0:50:00,Landed 12:42 AM,PR2869,Philippine Airlines,186
12/26/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:04:00,22:50:00,22:54:00,0:20:00,Landed 11:58 PM,PR2869,Philippine Airlines,186
12/24/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:58:00,22:50:00,22:38:00,0:20:00,Landed 11:36 PM,PR2869,Philippine Airlines,186
12/23/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:06:00,22:50:00,0:36:00,0:20:00,Landed 1:42 AM,PR2869,Philippine Airlines,186
12/22/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:00:00,22:50:00,1:32:00,0:20:00,Landed 2:32 AM,PR2869,Philippine Airlines,186
12/21/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:02:00,22:50:00,22:54:00,0:20:00,Landed 11:56 PM,PR2869,Philippine Airlines,186
12/20/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:07:00,22:50:00,23:04:00,0:20:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
12/19/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:59:00,22:50:00,23:35:00,0:20:00,Landed 12:34 AM,PR2869,Philippine Airlines,186
12/18/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:04:00,22:50:00,22:50:00,0:20:00,Landed 11:54 PM,PR2869,Philippine Airlines,186
12/17/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:59:00,22:50:00,22:58:00,0:20:00,Landed 11:57 PM,PR2869,Philippine Airlines,186
12/16/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:01:00,22:50:00,23:06:00,0:20:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
12/15/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:03:00,22:50:00,22:57:00,0:20:00,Landed 12:00 AM,PR2869,Philippine Airlines,186
12/14/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:59:00,22:50:00,0:19:00,0:20:00,Landed 1:18 AM,PR2869,Philippine Airlines,186
12/13/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:02:00,22:50:00,23:19:00,0:20:00,Landed 12:21 AM,PR2869,Philippine Airlines,186
12/12/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),2:05:00,22:50:00,23:30:00,0:20:00,Landed 1:35 AM,PR2869,Philippine Airlines,186
12/11/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:01:00,22:50:00,23:39:00,0:45:00,Landed 12:41 AM,PR2869,Philippine Airlines,186
12/10/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:09:00,22:50:00,23:19:00,0:45:00,Landed 12:28 AM,PR2869,Philippine Airlines,186
12/9/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:00:00,22:50:00,22:48:00,0:20:00,Landed 11:48 PM,PR2869,Philippine Airlines,186
12/8/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:03:00,22:50:00,22:54:00,0:20:00,Landed 11:57 PM,PR2869,Philippine Airlines,186
12/7/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),0:57:00,22:50:00,23:27:00,0:20:00,Landed 12:24 AM,PR2869,Philippine Airlines,186
12/6/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:03:00,22:50:00,22:50:00,0:20:00,Landed 11:52 PM,PR2869,Philippine Airlines,186
12/5/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:01:00,22:50:00,0:45:00,0:20:00,Landed 1:45 AM,PR2869,Philippine Airlines,186
12/4/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:58:00,22:50:00,22:57:00,0:20:00,Landed 11:55 PM,PR2869,Philippine Airlines,186
12/3/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:57:00,22:50:00,22:46:00,0:20:00,Landed 11:43 PM,PR2869,Philippine Airlines,186
12/2/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:04:00,22:50:00,23:16:00,0:20:00,Landed 12:19 AM,PR2869,Philippine Airlines,186
12/1/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:03:00,22:50:00,23:05:00,0:20:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
11/30/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:01:00,22:50:00,0:52:00,0:20:00,Landed 1:53 AM,PR2869,Philippine Airlines,186
11/29/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:04:00,22:50:00,23:44:00,0:20:00,Landed 12:49 AM,PR2869,Philippine Airlines,186
11/28/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:04:00,22:50:00,23:54:00,0:20:00,Landed 12:58 AM,PR2869,Philippine Airlines,186
11/26/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:02:00,22:50:00,23:12:00,0:20:00,Landed 12:14 AM,PR2869,Philippine Airlines,186
11/24/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:06:00,22:50:00,22:49:00,0:20:00,Landed 11:54 PM,PR2869,Philippine Airlines,186
11/23/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:01:00,22:50:00,23:26:00,0:45:00,Landed 12:26 AM,PR2869,Philippine Airlines,186
11/22/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:00:00,22:50:00,22:59:00,0:20:00,Landed 11:59 PM,PR2869,Philippine Airlines,186
11/21/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:03:00,22:50:00,22:55:00,0:20:00,Landed 11:58 PM,PR2869,Philippine Airlines,186
11/20/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:02:00,22:50:00,22:51:00,0:20:00,Landed 11:53 PM,PR2869,Philippine Airlines,186
11/19/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:05:00,22:50:00,23:02:00,0:20:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
11/18/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:03:00,22:50:00,23:05:00,0:20:00,Landed 12:08 AM,PR2869,Philippine Airlines,186
11/17/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:02:00,22:50:00,22:58:00,0:20:00,Landed 11:59 PM,PR2869,Philippine Airlines,186
11/16/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:56:00,22:50:00,23:24:00,0:20:00,Landed 12:20 AM,PR2869,Philippine Airlines,186
11/15/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:08:00,22:50:00,23:04:00,0:20:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
11/14/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:04:00,22:50:00,23:00:00,0:20:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
11/13/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:03:00,22:50:00,22:49:00,0:20:00,Landed 11:52 PM,PR2869,Philippine Airlines,186
11/12/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:06:00,22:50:00,22:46:00,0:20:00,Landed 11:52 PM,PR2869,Philippine Airlines,186
11/10/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),0:59:00,22:50:00,22:37:00,0:20:00,Landed 11:36 PM,PR2869,Philippine Airlines,186
11/9/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:02:00,22:50:00,22:42:00,0:20:00,Landed 11:43 PM,PR2869,Philippine Airlines,186
11/8/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),0:58:00,22:50:00,22:50:00,0:20:00,Landed 11:48 PM,PR2869,Philippine Airlines,186
11/7/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:01:00,22:50:00,23:17:00,0:20:00,Landed 12:17 AM,PR2869,Philippine Airlines,186
11/5/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:00:00,22:50:00,22:56:00,0:20:00,Landed 11:57 PM,PR2869,Philippine Airlines,186
11/4/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:02:00,22:50:00,22:59:00,0:20:00,Landed 12:01 AM,PR2869,Philippine Airlines,186
11/3/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:09:00,22:50:00,23:31:00,0:20:00,Landed 12:40 AM,PR2869,Philippine Airlines,186
11/2/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:03:00,22:50:00,22:34:00,0:20:00,Landed 11:37 PM,PR2869,Philippine Airlines,186
11/1/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:05:00,22:50:00,23:11:00,0:20:00,Landed 12:17 AM,PR2869,Philippine Airlines,186
10/31/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:05:00,22:50:00,23:57:00,0:20:00,Landed 1:01 AM,PR2869,Philippine Airlines,186
10/30/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),0:57:00,22:50:00,0:12:00,0:20:00,Landed 1:09 AM,PR2869,Philippine Airlines,186
10/29/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:57:00,22:50:00,22:45:00,0:20:00,Landed 11:43 PM,PR2869,Philippine Airlines,186
10/28/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:58:00,22:50:00,0:18:00,0:20:00,Landed 1:16 AM,PR2869,Philippine Airlines,186
10/27/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:56:00,22:50:00,22:46:00,0:20:00,Landed 11:42 PM,PR2869,Philippine Airlines,186
10/26/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:56:00,23:05:00,23:40:00,0:30:00,Landed 12:36 AM,PR2869,Philippine Airlines,186
10/25/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:59:00,23:05:00,23:14:00,0:30:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
10/24/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:54:00,23:05:00,6:13:00,0:30:00,Landed 7:07 AM,PR2869,Philippine Airlines,186
10/23/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:00:00,23:05:00,23:13:00,0:30:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
10/22/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),0:56:00,23:05:00,23:25:00,0:30:00,Landed 12:20 AM,PR2869,Philippine Airlines,186
10/21/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:58:00,23:05:00,23:15:00,0:30:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
10/20/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:04:00,23:05:00,23:14:00,0:30:00,Landed 12:18 AM,PR2869,Philippine Airlines,186
10/19/2024 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:03:00,23:05:00,23:01:00,0:30:00,Landed 12:03 AM,PR2869,Philippine Airlines,186
